cntr_01,dist_x,pang_x,ra_01,dec_01,oid,ra,dec,field,ccdid,qid,filtercode,ngoodobs,ngoodobsrel,nobs,nobsrel,refmag,refmagerr,astrometricrms,chisq,magrms,maxmag,medianabsdev,medianmag,medmagerr,minmag
326,null,null,3.4759602840E+02,-6.8838563167E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
327,1.022393,81.214734,3.4989857637E+02,-1.7091194976E+01,1387103300004454,349.8988700,-17.0911516,1387,3,3,zg,35,0,38,1,1.404100E+01,1.200000E-02,8.389177E-07,8.309907E-01,1.471411E-02,1.410337E+01,7.399559E-03,1.404833E+01,1.320182E-02,1.402626E+01
328,0.630461,97.689744,3.5290014365E+02,4.1024752434E+01,735111300004671,352.9003737,41.0247290,735,11,3,zg,517,403,574,449,1.373800E+01,1.600000E-02,1.273749E-06,8.498989E-01,9.652026E-03,1.382015E+01,5.950928E-03,1.376632E+01,1.038105E-02,1.373826E+01
329,null,null,3.5350908593E+02,-4.7240846340E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
330,0.293442,137.457460,3.5390299258E+02,-1.6296092844E+01,344111400006662,353.9030500,-16.2961529,344,11,4,zg,137,137,150,149,1.329800E+01,1.300000E-02,6.380675E-07,8.989490E-01,1.386442E-02,1.335478E+01,8.233070E-03,1.330254E+01,1.357847E-02,1.325126E+01
331,null,null,3.5850281735E+02,-3.3277087909E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
332,0.121090,82.384353,7.0838739386E+01,4.6701563042E+01,1742115400006199,70.8387880,46.7015675,1742,15,4,zg,38,38,57,57,1.251700E+01,2.600000E-02,1.838917E-07,1.480543E+00,2.506953E-02,1.252163E+01,1.096392E-02,1.246595E+01,1.097915E-02,1.237055E+01
333,0.216362,10.336887,3.0328918501E+02,4.0040193175E+01,729107100015744,303.2891991,40.0402523,729,7,1,zg,550,461,592,499,1.387100E+01,1.300000E-02,4.859288E-07,1.370589E+00,1.687900E-02,1.392766E+01,1.160049E-02,1.388474E+01,1.254854E-02,1.380083E+01
334,0.292607,-150.846048,7.5215828149E+01,-9.5158455172E+00,355111400003995,75.2157880,-9.5159165,355,11,4,zg,303,171,338,189,1.249200E+01,1.200000E-02,5.887307E-07,8.420404E-01,1.329906E-02,1.255180E+01,7.681847E-03,1.250852E+01,1.352561E-02,1.246456E+01
335,null,null,1.6103897324E+02,-6.9304949513E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
336,0.049490,-9.964587,2.0759236119E+00,5.1387940760E+01,773104300011774,2.0759198,51.3879543,773,4,3,zg,339,323,372,355,1.310500E+01,2.000000E-02,4.493831E-07,9.283403E-01,1.248035E-02,1.315802E+01,7.300377E-03,1.310968E+01,1.165902E-02,1.307110E+01
337,4.370028,96.001259,7.5993365168E+00,5.4795212631E+01,1774113100046684,7.6014306,54.7950857,1774,13,1,zg,0,0,0,0,1.708500E+01,1.130000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
338,4.562924,98.023422,7.5992535549E+00,5.4795262632E+01,1774113100046684,7.6014306,54.7950857,1774,13,1,zg,0,0,0,0,1.708500E+01,1.130000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
339,0.158047,-28.258945,1.0664469117E+01,5.6558260731E+01,773109200003269,10.6644314,56.5582994,773,9,2,zg,344,328,379,362,1.423700E+01,1.500000E-02,2.720234E-07,7.626057E-01,1.055007E-02,1.429044E+01,6.250858E-03,1.424518E+01,1.215244E-02,1.421812E+01
340,null,null,1.4801517554E+01,5.3200468601E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
341,null,null,2.1194334706E+01,-3.5038238771E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
342,null,null,2.1193903617E+01,-3.5038200831E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
343,0.248912,5.303451,2.3600461348E+01,-1.6118799946E+01,297110300000075,23.6004680,-16.1187311,297,10,3,zg,156,142,170,153,1.372100E+01,1.800000E-02,5.356604E-07,1.039946E+00,1.918381E-02,1.379707E+01,1.088905E-02,1.373815E+01,1.552398E-02,1.367674E+01
344,null,null,3.3301672392E+01,-5.0077806748E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
345,0.055413,16.275135,4.8655842035E+01,3.1611470224E+01,654106400013659,48.6558471,31.6114850,654,6,4,zg,219,210,278,267,1.326000E+01,2.100000E-02,6.312213E-08,7.734239E-01,2.117036E-02,1.330089E+01,1.282883E-02,1.324991E+01,2.459197E-02,1.316757E+01
346,0.013360,-38.149011,4.8691297439E+01,4.8201619582E+01,1779104400003892,48.6912940,48.2016225,1779,4,4,zg,70,70,77,77,1.417200E+01,1.400000E-02,7.017781E-08,1.560227E+00,2.034413E-02,1.424157E+01,1.580286E-02,1.419516E+01,1.501661E-02,1.413267E+01
347,null,null,5.2136757910E+01,-8.2954184347E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
348,null,null,6.0768870086E+01,-4.0161469926E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
349,null,null,6.2298197916E+01,-7.1294821813E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
350,null,null,7.4305762736E+01,-2.8131263545E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
351,0.037928,-80.277861,7.4839006789E+01,6.4234745121E+01,1843105300005667,74.8389829,64.2347469,1843,5,3,zg,48,48,50,50,1.403300E+01,1.500000E-02,1.895057E-07,7.825635E-01,1.260378E-02,1.406314E+01,9.097099E-03,1.403822E+01,1.723484E-02,1.400591E+01
352,0.072581,22.474443,7.5078986492E+01,9.2011386698E+00,1504112100005845,75.0789943,9.2011573,1504,12,1,zg,46,46,51,51,1.417800E+01,1.200000E-02,2.233666E-07,9.486844E-01,9.731033E-03,1.419607E+01,6.549358E-03,1.417473E+01,1.023531E-02,1.415464E+01
353,null,null,7.5981701498E+01,-2.8909298629E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
354,6.424832,35.482063,7.6533091782E+01,4.2358651652E+01,1743108300046549,76.5344937,42.3601049,1743,8,3,zg,0,0,0,0,1.743100E+01,1.780000E-01,6.903515E-310,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
355,6.920773,32.646947,7.6533090202E+01,4.2358486196E+01,1743108300046549,76.5344937,42.3601049,1743,8,3,zg,0,0,0,0,1.743100E+01,1.780000E-01,6.903515E-310,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
356,0.054119,-3.236958,7.8269860967E+01,1.1788062591E+01,1556103300005758,78.2698601,11.7880776,1556,3,3,zg,47,47,52,52,1.420200E+01,1.400000E-02,2.336575E-07,9.079771E-01,1.751709E-02,1.425381E+01,9.925842E-03,1.419199E+01,1.620752E-02,1.413770E+01
357,0.041065,-34.137197,8.0378421954E+01,3.7362846059E+01,1701110300011355,80.3784139,37.3628555,1701,10,3,zg,51,51,57,57,1.413500E+01,1.500000E-02,1.291415E-07,8.784518E-01,8.990999E-03,1.420496E+01,5.286217E-03,1.416541E+01,8.921770E-03,1.414873E+01
358,0.021655,-38.157906,8.3279834348E+01,7.5060638702E+00,1505107200005913,83.2798306,7.5060686,1505,7,2,zg,46,42,52,48,1.370700E+01,1.200000E-02,2.933058E-07,7.742857E-01,1.095557E-02,1.374305E+01,5.906105E-03,1.370543E+01,1.130899E-02,1.368666E+01
359,0.077652,-33.163279,8.5771487405E+01,-1.6482724557E+01,306111400003244,85.7714751,-16.4827065,306,11,4,zg,194,130,235,160,1.233600E+01,1.700000E-02,5.589473E-07,1.069666E+00,1.803726E-02,1.239771E+01,9.334087E-03,1.232690E+01,1.293742E-02,1.224629E+01
360,0.077746,-0.716422,8.6171918898E+01,2.4919615806E+01,1608116300007995,86.1719186,24.9196374,1608,16,3,zg,48,48,51,51,1.350100E+01,1.700000E-02,1.919806E-07,1.022144E+00,1.170128E-02,1.355330E+01,6.286144E-03,1.351713E+01,9.117927E-03,1.347571E+01
361,0.081004,-30.450187,8.7323893250E+01,-1.8859896198E+01,306106300006229,87.3238812,-18.8598768,306,6,3,zg,101,96,113,106,1.373500E+01,1.000000E-02,7.249033E-07,9.628650E-01,2.326991E-02,1.377748E+01,1.359081E-02,1.372565E+01,2.092686E-02,1.365553E+01
362,0.101086,24.394541,8.8249821573E+01,1.1312792927E+01,1506116200008304,88.2498334,11.3128185,1506,16,2,zg,49,41,52,44,1.326100E+01,1.400000E-02,2.639384E-07,1.287409E+00,1.354079E-02,1.328164E+01,9.869576E-03,1.324945E+01,1.136595E-02,1.322876E+01
363,0.047073,69.443720,9.0219820891E+01,4.7168936009E+01,1744115100017358,90.2198389,47.1689406,1744,15,1,zg,49,49,57,57,1.409400E+01,1.300000E-02,2.322473E-07,9.194070E-01,1.256687E-02,1.413864E+01,6.266594E-03,1.410970E+01,1.010527E-02,1.405929E+01
364,4.855939,90.413325,9.1454893481E+01,1.5227853235E+01,562101400037920,91.4562914,15.2278435,562,1,4,zg,0,0,0,0,1.527600E+01,7.500000E-02,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
365,0.124298,-48.266195,9.9157192796E+01,2.4857040716E+01,613106300005338,99.1571644,24.8570637,613,6,3,zg,161,160,189,187,1.267100E+01,1.200000E-02,3.653726E-07,8.305628E-01,2.367552E-02,1.272799E+01,1.811218E-02,1.268114E+01,3.233124E-02,1.261752E+01
366,5.051207,67.818186,1.0145335178E+02,-7.3129463428E+00,1403105400024111,101.4546617,-7.3124166,1403,5,4,zg,23,7,31,7,1.591900E+01,8.600000E-02,4.550579E-07,1.859816E+00,2.615836E-02,1.618562E+01,2.125359E-02,1.612230E+01,1.694284E-02,1.608542E+01
367,6.984896,28.619940,1.0204617008E+02,7.6953381188E+00,461115200045698,102.0471079,7.6970413,461,15,2,zg,0,0,1,1,1.806000E+01,7.900000E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.193187E-02,0.000000E+00
368,7.993502,-94.938002,1.0330020835E+02,-3.7609493743E+00,410105400018136,103.2979914,-3.7611405,410,5,4,zg,141,125,150,134,1.724700E+01,1.020000E-01,1.433986E-06,2.525302E+00,1.189853E-01,1.847211E+01,6.049919E-02,1.799053E+01,3.551896E-02,1.750437E+01
369,7.466197,30.635118,1.0338805670E+02,-2.4416786087E+01,259107200034350,103.3892173,-24.4150016,259,7,2,zg,0,0,0,0,1.793600E+01,1.440000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
370,0.058197,29.942134,1.0486957580E+02,-4.7682758081E+00,1404111100006313,104.8695839,-4.7682618,1404,11,1,zg,23,4,26,4,1.295400E+01,1.600000E-02,2.684770E-07,1.033335E+00,9.018910E-03,1.298626E+01,5.062103E-03,1.297326E+01,7.262960E-03,1.295167E+01
371,0.083697,37.474853,1.0591189458E+02,2.6592183549E+01,614111400006128,105.9119104,26.5922020,614,11,4,zg,161,158,194,191,1.413900E+01,1.300000E-02,3.592208E-07,1.064422E+00,1.330668E-02,1.419833E+01,7.720947E-03,1.413671E+01,1.075426E-02,1.410955E+01
372,0.044660,13.955398,1.0669830622E+02,6.1563911561E+01,814108200001998,106.6983125,61.5639236,814,8,2,zg,456,306,499,336,1.325100E+01,1.400000E-02,4.486980E-07,1.740226E+00,1.904700E-02,1.334504E+01,1.201630E-02,1.327758E+01,1.023739E-02,1.320493E+01
373,null,null,1.1059223890E+02,-3.0464676823E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
374,null,null,1.1200766563E+02,-2.1821115275E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
375,null,null,1.1204154566E+02,-2.1551842791E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
376,8.259359,91.883659,1.1239011568E+02,-1.4882310899E+01,310116400044319,112.3924883,-14.8823863,310,16,4,zg,0,0,0,0,1.927000E+01,1.030000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
377,0.110504,-17.378476,1.1397484385E+02,6.0382861206E+01,814106300005236,113.9748253,60.3828905,814,6,3,zg,438,294,502,335,1.358400E+01,1.200000E-02,4.331160E-07,1.180449E+00,2.035659E-02,1.364657E+01,1.204348E-02,1.358211E+01,1.512615E-02,1.349487E+01
378,0.082703,-10.832517,1.1420504823E+02,-2.1060632864E+01,260113200014066,114.2050436,-21.0606103,260,13,2,zg,85,79,100,93,1.369700E+01,1.100000E-02,1.231187E-06,8.865753E-01,1.579036E-02,1.374984E+01,8.562088E-03,1.370843E+01,1.431819E-02,1.365403E+01
379,null,null,1.1467683796E+02,-2.0355102053E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
380,0.046865,166.180111,1.1468406604E+02,-1.7715689159E+01,310107100040766,114.6840693,-17.7157018,310,7,1,zg,124,122,138,135,1.265700E+01,1.100000E-02,7.935573E-07,1.072543E+00,1.626216E-02,1.269127E+01,7.557392E-03,1.266339E+01,1.044676E-02,1.260141E+01
381,0.267059,117.502771,1.1484066384E+02,-1.8439432943E+01,310107400010296,114.8407332,-18.4394672,310,7,4,zg,111,109,125,122,1.232300E+01,1.900000E-02,7.604710E-07,1.306164E+00,1.820421E-02,1.236021E+01,1.084614E-02,1.232283E+01,1.231123E-02,1.225707E+01
382,0.555957,-39.286130,1.1484083628E+02,-1.8439586730E+01,310107400010296,114.8407332,-18.4394672,310,7,4,zg,111,109,125,122,1.232300E+01,1.900000E-02,7.604710E-07,1.306164E+00,1.820421E-02,1.236021E+01,1.084614E-02,1.232283E+01,1.231123E-02,1.225707E+01
383,6.959471,16.872977,1.1586764704E+02,-1.6941617865E+01,310110300031160,115.8682336,-16.9397679,310,10,3,zg,57,57,69,69,1.629400E+01,2.000000E-02,1.004712E-06,1.717876E+00,4.483303E-02,1.641325E+01,2.181625E-02,1.631748E+01,1.882835E-02,1.617670E+01
384,0.254079,-14.619420,1.1588618293E+02,-1.4879993793E+01,310114400016471,115.8861645,-14.8799255,310,14,4,zg,72,72,86,86,1.410800E+01,1.300000E-02,1.066714E-06,1.750031E+00,2.401364E-02,1.417521E+01,1.756620E-02,1.409778E+01,1.488183E-02,1.404789E+01
385,0.118955,35.825482,1.1594065715E+02,-2.5623298491E+01,261108300014040,115.9406786,-25.6232717,261,8,3,zg,81,80,91,90,1.243300E+01,1.300000E-02,4.435054E-07,1.096429E+00,1.657938E-02,1.245298E+01,8.384705E-03,1.241876E+01,1.133787E-02,1.237566E+01
386,0.053682,18.953458,1.1657109473E+02,6.1686205968E+00,463111100015749,116.5710996,6.1686347,463,11,1,zg,142,139,156,152,1.388600E+01,1.300000E-02,1.586394E-06,1.166075E+00,7.538391E-02,1.393597E+01,8.693695E-03,1.390701E+01,1.105356E-02,1.340530E+01
387,0.071649,-66.414205,1.1723314426E+02,-2.5820621763E+01,261108400022106,117.2331240,-25.8206138,261,8,4,zg,82,81,91,90,1.372000E+01,1.000000E-02,4.425011E-07,9.322211E-01,1.438058E-02,1.374721E+01,7.955551E-03,1.371708E+01,1.265247E-02,1.365796E+01
388,null,null,1.1788600035E+02,-3.8476832163E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
389,null,null,1.1853642992E+02,-2.4204806080E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
390,0.055375,-17.943336,1.1858080541E+02,-1.9083427234E+01,311104200001313,118.5808004,-19.0834126,311,4,2,zg,91,89,109,106,1.280000E+01,9.000000E-03,7.205355E-07,9.289420E-01,1.495197E-02,1.283472E+01,8.051872E-03,1.281289E+01,1.285086E-02,1.272989E+01
391,0.095210,-44.365440,1.1870088530E+02,1.7701560931E+00,463102100009447,118.7008668,1.7701750,463,2,1,zg,148,145,163,159,1.404400E+01,1.300000E-02,4.941769E-07,1.023906E+00,1.261499E-02,1.410847E+01,7.369518E-03,1.406617E+01,1.067095E-02,1.403129E+01
392,0.151488,102.457804,1.1888566944E+02,-2.1826140522E+01,261115400013639,118.8857137,-21.8261496,261,15,4,zg,76,75,85,84,1.411400E+01,1.100000E-02,4.847534E-07,6.909504E-01,8.762629E-03,1.412418E+01,6.051540E-03,1.410476E+01,1.298503E-02,1.408757E+01
393,null,null,1.1990577025E+02,-2.4162917763E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
394,null,null,1.2053253001E+02,-2.3471638888E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
395,null,null,1.2053240204E+02,-2.3471703336E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
396,0.076592,7.011368,1.2059051828E+02,-2.3052253516E+01,261110100017625,120.5905211,-23.0522324,261,10,1,zg,84,83,92,91,1.243300E+01,1.100000E-02,8.860236E-07,9.098398E-01,1.286199E-02,1.244848E+01,7.811069E-03,1.241969E+01,1.272828E-02,1.237331E+01
397,0.105259,-8.948800,1.2077671966E+02,-2.6003478583E+01,261106400026663,120.7767146,-26.0034497,261,6,4,zg,84,83,91,90,1.300000E+01,1.000000E-02,1.511100E-06,8.241805E-01,1.964981E-02,1.306213E+01,1.073790E-02,1.299600E+01,1.931616E-02,1.291935E+01
398,0.132479,-6.786113,1.2086010494E+02,-1.6582862642E+01,311111300009864,120.8601004,-16.5828261,311,11,3,zg,92,90,111,108,1.406900E+01,8.000000E-03,4.995588E-07,9.487377E-01,1.270117E-02,1.410703E+01,8.905888E-03,1.407192E+01,1.391730E-02,1.404059E+01
399,0.085546,-72.327064,1.2129506036E+02,-1.0976629314E+01,361105400002738,121.2950373,-10.9766221,361,5,4,zg,97,94,135,131,1.218700E+01,1.900000E-02,1.093549E-06,8.491491E-01,1.746339E-02,1.212676E+01,8.104324E-03,1.208687E+01,1.415001E-02,1.202833E+01
400,0.146858,-47.743631,1.2148890335E+02,-2.1928382532E+01,261113300013728,121.4888708,-21.9283551,261,13,3,zg,56,56,65,65,1.234100E+01,1.000000E-02,1.299464E-06,1.169689E+00,2.621428E-02,1.241881E+01,1.394320E-02,1.230260E+01,1.767324E-02,1.224581E+01
401,4.595376,-120.816306,1.2263019321E+02,-1.2867482771E+01,362104400035674,122.6290687,-12.8681367,362,4,4,zg,0,0,0,0,1.667400E+01,2.330000E-01,0.000000E+00,null,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,null,0.000000E+00
402,null,null,1.2273868436E+02,-5.6957610077E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
403,null,null,1.2313813126E+02,-4.3528380691E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
404,0.121896,-39.258370,1.2367017547E+02,-2.0446821618E+01,311102400010231,123.6701526,-20.4467954,311,2,4,zg,90,88,108,105,1.399500E+01,9.000000E-03,1.305011E-06,8.008262E-01,1.540233E-02,1.405012E+01,8.438587E-03,1.398902E+01,1.562268E-02,1.395776E+01
405,null,null,1.2430600297E+02,-3.1670686291E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
406,null,null,1.2511517126E+02,-5.3488659934E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
407,0.017861,-31.292219,1.2542778821E+02,7.3924834760E+01,1869112100004125,125.4277789,73.9248390,1869,12,1,zg,26,6,33,9,1.426300E+01,1.400000E-02,3.137427E-07,8.105310E-01,1.824011E-02,1.434205E+01,5.709648E-03,1.426804E+01,1.044392E-02,1.424653E+01
408,null,null,1.3571780534E+02,-3.4777730242E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
409,null,null,1.3644011992E+02,-4.0420434796E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
410,null,null,1.3784878384E+02,-2.4262937923E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
411,0.210478,-37.571225,1.5341430409E+02,-1.9365520840E+01,316104200001582,153.4142663,-19.3654745,316,4,2,zg,105,104,124,123,1.239900E+01,1.000000E-02,4.852515E-07,1.307025E+00,1.996451E-02,1.247484E+01,1.094341E-02,1.240855E+01,1.241346E-02,1.235928E+01
412,null,null,1.5764334741E+02,-6.6831578191E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
413,null,null,1.6858047916E+02,-6.1772818991E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
414,null,null,1.7459538511E+02,-5.6384520832E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
415,null,null,1.7463405649E+02,-6.0724268835E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
416,null,null,1.7694637468E+02,-4.7872791700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
417,null,null,1.7781156553E+02,-6.2639226204E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
418,null,null,1.7781275828E+02,-6.2639215666E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
419,0.182497,13.928119,1.7926509710E+02,-7.2916590031E+00,370116400001460,179.2651094,-7.2916098,370,16,4,zg,107,107,119,119,1.414800E+01,1.000000E-02,3.512452E-07,9.343045E-01,1.420217E-02,1.420699E+01,8.129120E-03,1.416612E+01,1.289968E-02,1.413279E+01
420,null,null,1.8091102111E+02,-6.0380113383E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
421,null,null,1.8366497332E+02,-4.2800817778E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
422,null,null,1.8950592003E+02,-6.7094383569E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
423,null,null,1.9310031745E+02,-2.9248754027E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
424,null,null,1.9993136873E+02,-3.7423925205E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
425,null,null,2.0074833354E+02,-3.8636939281E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
426,null,null,2.0175865072E+02,-5.8830113430E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
427,null,null,2.0175840056E+02,-5.8830101640E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
428,null,null,2.1083485283E+02,-5.6597687544E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
429,null,null,2.1344139435E+02,-4.6205409764E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
430,null,null,2.1628130320E+02,-6.1593225073E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
431,null,null,2.1628144305E+02,-6.1593253079E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
432,null,null,2.2429131743E+02,-5.5439459630E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
433,0.118104,-13.401065,2.2829297552E+02,-1.6139243713E+01,326110300008231,228.2929676,-16.1392118,326,10,3,zg,100,100,110,110,1.267600E+01,1.600000E-02,2.100763E-07,1.210645E+00,2.135873E-02,1.275686E+01,1.163816E-02,1.267286E+01,1.425252E-02,1.259744E+01
434,null,null,2.3532290066E+02,-5.6265885301E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
435,null,null,2.3534553725E+02,-4.4406649745E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
436,null,null,2.3944663067E+02,-5.2070446460E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
437,null,null,2.4004926652E+02,-6.4558759156E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
438,null,null,2.4592124903E+02,-6.8918650115E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
439,0.171652,-8.267510,2.5389443284E+02,-1.8710847986E+01,330107300030093,253.8944256,-18.7108008,330,7,3,zg,100,100,110,110,1.442600E+01,1.100000E-02,2.385990E-07,8.108868E-01,1.688436E-02,1.447069E+01,8.884430E-03,1.441983E+01,1.624401E-02,1.437960E+01
440,null,null,2.5498097894E+02,-3.1299482166E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
441,0.202253,-16.600532,2.5623975922E+02,-1.7384060140E+01,330106200009978,256.2397424,-17.3840063,330,6,2,zg,100,100,111,111,1.396400E+01,1.500000E-02,3.050449E-07,6.337470E-01,2.280342E-02,1.399759E+01,1.280928E-02,1.396552E+01,2.996627E-02,1.388931E+01
442,0.250270,-18.206384,2.5673306106E+02,-2.4984066239E+01,280107200039572,256.7330371,-24.9840002,280,7,2,zg,64,64,69,69,1.426200E+01,1.300000E-02,2.486881E-07,1.391977E+01,2.284478E-01,1.454400E+01,2.367635E-01,1.423174E+01,2.521777E-02,1.389342E+01
443,null,null,2.5719782127E+02,-5.6680378676E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
444,null,null,2.6005178396E+02,-7.6607711739E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
445,0.203002,0.393476,2.6118932140E+02,1.1540367212E+01,536108100001684,261.1893218,11.5404236,536,8,1,zg,239,223,339,315,1.246000E+01,1.700000E-02,5.074018E-07,1.146792E+00,1.593338E-02,1.248256E+01,9.628296E-03,1.243586E+01,1.244769E-02,1.238866E+01
446,null,null,2.6303688860E+02,-4.0218741064E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
447,null,null,2.6317385270E+02,-6.7904449029E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
448,0.138914,-24.792614,2.6854936934E+02,-2.6855871231E+01,282104200017374,268.5493512,-26.8558362,282,4,2,zg,56,51,64,57,1.358300E+01,1.100000E-02,4.539984E-07,6.945183E-01,1.564885E-02,1.366155E+01,8.968830E-03,1.361031E+01,1.914591E-02,1.357269E+01
449,7.238949,171.497387,2.7267041259E+02,6.6313526020E+01,848101400009539,272.6711526,66.3115373,848,1,4,zg,167,135,187,150,1.785000E+01,1.900000E-02,8.111277E-07,1.540385E+00,5.554642E-02,1.811453E+01,3.107262E-02,1.794334E+01,2.990697E-02,1.769494E+01
450,null,null,2.7593974557E+02,-2.8942624169E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
